"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"ecard1-124","Pikachu","Pokemon","Basic","50","Lightning","1","Common","Lightning Tail: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Tackle: Cost=[], Damage=20, Text="
"ecard1-125","Poliwag","Pokemon","Basic","50","Water","1","Common","Headbutt: Cost=[], Damage=10, Text= | Rollout: Cost=[], Damage=20, Text="
"ecard1-126","Ponyta","Pokemon","Basic","40","Fire","1","Common","Singe: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Burned. | Smash Kick: Cost=[], Damage=20, Text="
"ecard1-127","Qwilfish","Pokemon","Basic","60","Water","1","Common","Stun Needle: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-128","Rattata","Pokemon","Basic","30","Colorless","1","Common","Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage."
"ecard1-129","Shellder","Pokemon","Basic","50","Water","1","Common","Irongrip: Cost=[], Damage=10, Text= | Lick: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-130","Spearow","Pokemon","Basic","40","Colorless","1","Common","Razor Wind: Cost=[], Damage=20, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-131","Squirtle","Pokemon","Basic","50","Water","1","Common","Wave Splash: Cost=[], Damage=10, Text= | Doubleslap: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"ecard1-132","Squirtle","Pokemon","Basic","40","Water","1","Common","Headbutt: Cost=[], Damage=10, Text= | Bubblebeam: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-133","Tauros","Pokemon","Basic","70","Colorless","2","Common","Horn Hazard: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing. | Take Down: Cost=[], Damage=30, Text=Tauros does 20 damage to itself."
"ecard1-134","Totodile","Pokemon","Basic","50","Water","1","Common","Surf: Cost=[], Damage=10, Text= | Double Scratch: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"ecard1-135","Totodile","Pokemon","Basic","50","Water","1","Common","Paralyzing Gaze: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Bite: Cost=[], Damage=20, Text="
"ecard1-136","Vulpix","Pokemon","Basic","50","Fire","1","Common","Tail Shake: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Flare: Cost=[], Damage=20, Text="
"ecard1-137","Bill's Maintenance","Trainer","Supporter",,"","","Uncommon",""
"ecard1-138","Copycat","Trainer","Supporter",,"","","Uncommon",""
"ecard1-139","Dual Ball","Trainer","",,"","","Uncommon",""
"ecard1-140","Energy Removal 2","Trainer","",,"","","Uncommon",""
"ecard1-141","Energy Restore","Trainer","",,"","","Uncommon",""
"ecard1-142","Mary's Impulse","Trainer","Supporter",,"","","Uncommon",""
"ecard1-143","Master Ball","Trainer","",,"","","Uncommon",""
"ecard1-144","Multi Technical Machine 01","Trainer","Technical Machine",,"","","Uncommon","Paralyzing Gaze: Cost=[], Damage=, Text=The Defending Pokemon is now Paralyzed."
"ecard1-145","Pokemon Nurse","Trainer","Supporter",,"","","Uncommon",""
"ecard1-146","Pokemon Reversal","Trainer","",,"","","Uncommon",""
"ecard1-147","Power Charge","Trainer","",,"","","Uncommon",""
"ecard1-148","Professor Elm's Training Method","Trainer","Supporter",,"","","Uncommon",""
"ecard1-149","Professor Oak's Research","Trainer","Supporter",,"","","Uncommon",""
"ecard1-150","Strength Charm","Trainer","Pokemon Tool",,"","","Uncommon",""
"ecard1-151","Super Scoop Up","Trainer","",,"","","Uncommon",""
"ecard1-152","Warp Point","Trainer","",,"","","Uncommon",""
"ecard1-153","Energy Search","Trainer","",,"","","Common",""
"ecard1-154","Full Heal","Trainer","",,"","","Common",""
"ecard1-155","Moo-Moo Milk","Trainer","",,"","","Common",""
"ecard1-156","Potion","Trainer","",,"","","Common",""
"ecard1-157","Switch","Trainer","",,"","","Common",""
"ecard1-158","Darkness Energy","Energy","Special",,"","","Rare",""
"ecard1-159","Metal Energy","Energy","Special",,"","","Rare",""
